RamanShift:204		
0.351	-901.05	
4.587	-139.84	
8.82	-55.93	
13.049	-38.68	
17.275	-28.4	
21.497	-25.08	
25.716	-12.81	
29.931	-13.14	
34.142	-11.48	
38.351	-11.48	
42.555	-10.49	
46.756	-7.84	
50.954	-6.51	
55.148	-4.19	
59.339	-8.83	
63.527	-9.49	
67.71	-5.51	
71.891	-2.2	
76.068	-2.53	
80.241	-3.19	
84.411	-2.86	
88.578	-2.53	
92.741	0.79	
96.901	0.12	
101.057	0.12	
105.21	-0.21	
109.359	0.46	
113.505	3.44	
117.648	5.43	
121.787	5.1	
125.923	7.42	
130.055	4.77	
134.184	8.75	
138.31	10.07	
142.432	15.38	
146.551	8.75	
150.667	13.39	
154.779	14.72	
158.887	16.38	
162.993	15.38	
167.095	19.03	
171.193	19.69	
175.289	20.69	
179.381	22.68	
183.469	24.67	
187.554	25	
191.636	25.66	
195.715	25.33	
199.79	21.02	
203.862	27.32	
207.931	22.35	
211.996	22.68	
216.058	27.32	
220.116	25.99	
224.172	22.68	
228.224	21.35	
232.272	20.02	
236.318	24.67	
240.36	23.67	
244.399	21.35	
248.434	20.02	
252.466	22.68	
256.495	23.01	
260.521	20.36	
264.544	15.71	
268.563	21.68	
272.579	19.03	
276.591	19.69	
280.601	18.7	
284.607	15.71	
288.61	18.7	
292.609	20.02	
296.606	19.69	
300.599	16.04	
304.589	19.03	
308.575	18.7	
312.559	19.03	
316.539	16.38	
320.516	19.69	
324.49	19.03	
328.461	23.34	
332.428	13.39	
336.392	13.72	
340.353	18.03	
344.311	15.71	
348.266	14.39	
352.217	12.06	
356.165	11.73	
360.11	14.39	
364.052	23.34	
367.991	18.7	
371.926	15.71	
375.859	21.02	
379.788	23.34	
383.714	17.37	
387.637	19.69	
391.557	24.34	
395.473	34.62	
399.387	34.29	
403.297	42.25	
407.204	48.22	
411.108	48.55	
415.009	50.2	
418.907	35.28	
422.802	32.63	
426.693	30.97	
430.581	28.32	
434.467	27.32	
438.349	29.31	
442.228	26.66	
446.104	29.31	
449.977	31.96	
453.847	29.97	
457.713	33.29	
461.577	36.28	
465.438	41.91	
469.295	49.21	
473.149	59.49	
477.001	64.8	
480.849	65.46	
484.694	66.79	
488.536	52.53	
492.375	42.91	
496.211	42.24	
500.044	28.65	
503.874	26.66	
507.701	23.67	
511.525	17.7	
515.346	18.37	
519.163	20.36	
522.978	9.74	
526.79	16.04	
530.598	11.73	
534.404	23.67	
538.207	22.35	
542.006	22.01	
545.803	19.03	
549.596	22.01	
553.387	21.68	
557.175	24	
560.959	18.03	
564.741	14.05	
568.519	20.36	
572.295	16.38	
576.068	10.41	
579.837	13.39	
583.604	16.38	
587.368	22.01	
591.128	23.01	
594.886	19.69	
598.641	18.7	
602.393	25.66	
606.142	26.66	
609.887	33.62	
613.63	36.28	
617.37	27.98	
621.108	28.65	
624.842	22.01	
628.573	16.04	
632.301	19.69	
636.027	13.72	
639.749	21.02	
643.468	20.02	
647.185	19.69	
650.899	15.38	
654.609	20.36	
658.317	19.03	
662.022	22.01	
665.724	27.98	
669.423	29.31	
673.119	22.68	
676.813	21.02	
680.503	19.03	
684.191	18.37	
687.875	15.05	
691.557	15.05	
695.236	11.07	
698.912	9.08	
702.585	7.75	
706.256	15.38	
709.923	8.08	
713.588	3.11	
717.249	7.75	
720.908	6.76	
724.564	6.43	
728.217	5.1	
731.868	7.09	
735.515	5.1	
739.16	6.43	
742.801	9.41	
746.44	8.08	
750.076	9.41	
753.71	11.73	
757.34	10.07	
760.968	7.75	
764.593	5.1	
768.215	8.75	
771.834	14.72	
775.45	16.71	
779.064	16.38	
782.675	14.39	
786.283	17.7	
789.888	23.01	
793.49	21.68	
797.09	26.99	
800.686	31.3	
804.281	43.24	
807.872	55.84	
811.46	58.5	
815.046	62.14	
818.629	70.1	
822.209	63.8	
825.786	53.85	
829.361	60.49	
832.933	71.43	
836.502	82.71	
840.068	94.32	
843.632	105.59	
847.193	103.27	
850.751	95.97	
854.306	83.7	
857.859	84.03	
861.409	86.36	
864.956	92.66	
868.5	94.65	
872.042	102.94	
875.581	101.28	
879.117	113.88	
882.651	121.18	
886.182	108.58	
889.71	90	
893.235	74.42	
896.758	62.14	
900.278	55.84	
903.795	47.88	
907.31	44.57	
910.822	47.88	
914.331	48.22	
917.838	46.23	
921.341	46.23	
924.843	41.58	
928.341	30.64	
931.837	23.34	
935.33	22.01	
938.821	15.38	
942.308	13.72	
945.793	14.39	
949.276	13.39	
952.756	14.39	
956.233	11.4	
959.707	25.33	
963.179	22.01	
966.649	18.37	
970.115	21.68	
973.579	27.32	
977.04	29.31	
980.499	23.01	
983.955	20.69	
987.408	21.68	
990.859	21.02	
994.307	20.36	
997.753	26.66	
1001.196	25.99	
1004.636	25.66	
1008.074	25	
1011.509	28.98	
1014.941	32.96	
1018.371	43.57	
1021.798	42.58	
1025.223	51.53	
1028.645	51.53	
1032.064	57.83	
1035.481	71.43	
1038.896	74.75	
1042.307	73.42	
1045.716	81.38	
1049.123	83.37	
1052.527	80.39	
1055.928	83.37	
1059.327	85.03	
1062.723	82.04	
1066.117	67.12	
1069.508	71.43	
1072.897	64.13	
1076.283	58.16	
1079.666	57.83	
1083.047	54.85	
1086.425	58.5	
1089.801	56.18	
1093.174	48.55	
1096.545	49.87	
1099.913	50.87	
1103.279	60.49	
1106.642	52.2	
1110.002	49.54	
1113.36	43.9	
1116.716	36.28	
1120.069	34.29	
1123.419	27.32	
1126.767	23.67	
1130.113	8.42	
1133.456	13.72	
1136.796	11.4	
1140.134	13.39	
1143.47	9.74	
1146.802	3.77	
1150.133	5.1	
1153.461	6.76	
1156.786	8.08	
1160.109	5.43	
1163.43	7.42	
1166.748	6.09	
1170.063	8.75	
1173.376	10.41	
1176.687	8.08	
1179.995	9.74	
1183.3	13.06	
1186.603	9.08	
1189.904	10.41	
1193.202	15.71	
1196.498	17.7	
1199.791	19.69	
1203.082	20.36	
1206.37	26.99	
1209.656	20.36	
1212.94	27.65	
1216.221	24.34	
1219.499	24.34	
1222.775	26.33	
1226.049	25.66	
1229.32	24.34	
1232.589	26.33	
1235.856	34.62	
1239.12	37.93	
1242.381	29.31	
1245.64	33.95	
1248.897	34.29	
1252.151	34.29	
1255.403	30.31	
1258.652	34.62	
1261.9	37.27	
1265.144	31.96	
1268.386	35.61	
1271.626	32.63	
1274.864	30.31	
1278.099	29.64	
1281.331	23.67	
1284.562	29.31	
1287.789	24.34	
1291.015	18.37	
1294.238	22.68	
1297.459	22.35	
1300.677	22.01	
1303.893	15.05	
1307.106	20.36	
1310.318	19.36	
1313.526	19.03	
1316.733	18.37	
1319.937	17.37	
1323.139	17.7	
1326.338	8.42	
1329.535	11.73	
1332.73	18.7	
1335.922	9.08	
1339.112	14.72	
1342.3	10.41	
1345.485	11.4	
1348.668	12.06	
1351.848	13.06	
1355.027	19.03	
1358.203	15.38	
1361.376	7.75	
1364.547	14.05	
1367.716	7.75	
1370.883	18.37	
1374.047	5.43	
1377.209	8.08	
1380.369	11.07	
1383.526	8.42	
1386.681	10.41	
1389.834	6.09	
1392.984	12.06	
1396.132	12.4	
1399.278	10.74	
1402.421	7.42	
1405.562	6.09	
1408.701	10.07	
1411.838	17.37	
1414.972	11.73	
1418.104	13.06	
1421.234	13.72	
1424.361	19.69	
1427.486	19.03	
1430.609	18.7	
1433.73	15.05	
1436.848	13.39	
1439.964	15.38	
1443.078	22.01	
1446.189	31.63	
1449.299	34.95	
1452.405	39.92	
1455.51	47.88	
